Team Name,Short Name,Full Name,Logo,Conference,League,City,State
Longwood,Longwood,Longwood,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/longwood.svg,Big South,NCAA WD1,Farmville,VA
Mercer,Mercer,Mercer,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mercer.svg,Big South,NCAA WD1,Macon,GA
Presbyterian,Presbyterian,Presbyterian,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/presbyterian.svg,Big South,NCAA WD1,Clinton,SC
Radford,Radford,Radford,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/radford.svg,Big South,NCAA WD1,Radford,VA
Winthrop,Winthrop,Winthrop,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/winthrop.svg,Big South,NCAA WD1,Rock Hill,SC
Wofford,Wofford,Wofford,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wofford.svg,Big South,NCAA WD1,Spartanburg,SC
Johns-Hopkins,Johns Hopkins,Johns Hopkins,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/johns-hopkins.svg,Big Ten,NCAA WD1,Baltimore,MD
Maryland,Maryland,Maryland,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/maryland.svg,Big Ten,NCAA WD1,College Park,MD
Michigan,Michigan,Michigan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/michigan.svg,Big Ten,NCAA WD1,Ann Arbor,MI
Northwestern,Northwestern,Northwestern,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/northwestern.svg,Big Ten,NCAA WD1,Evanston,IL
Ohio-St.,Ohio St.,Ohio St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio-st.svg,Big Ten,NCAA WD1,Columbus,OH
Penn-St.,Penn State,Penn State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/penn-st.svg,Big Ten,NCAA WD1,State ,PA
Rutgers,Rutgers,Rutgers,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/rutgers.svg,Big Ten,NCAA WD1,New Brunswick,NJ
Delaware,Delaware,Delaware,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/delaware.svg,Colonial,NCAA WD1,Newark,DE
Drexel,Drexel,Drexel,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/drexel.svg,Colonial,NCAA WD1,Philadelphia,PA
Elon,Elon,Elon,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/elon.svg,Colonial,NCAA WD1,Elon,NC
Hofstra,Hofstra,Hofstra,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/hofstra.svg,Colonial,NCAA WD1,Hempstead,NY
Monmouth,Monmouth,Monmouth,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/monmouth.svg,Colonial,NCAA WD1,West Long Branch,NJ
Stony-Brook,Stony Brook,Stony Brook,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/stony-brook.svg,Colonial,NCAA WD1,Stony Brook,NY
Towson,Towson,Towson,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/towson.svg,Colonial,NCAA WD1,Towson,MD
William-&-Mary,William & Mary,William & Mary,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/william-mary.svg,Colonial,NCAA WD1,Williamsburg,VA
San-Diego-St.,San Diego State,San Diego State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/san-diego-st.svg,Independent,NCAA WD1,San Diego,CA
UC-Davis,UC Davis,UC Davis,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/uc-davis.svg,Independent,NCAA WD1,Davis,CA
Xavier,Xavier,Xavier,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/xavier.svg,Independent,NCAA WD1,Cincinnati,OH
Brown,Brown,Brown,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/brown.svg,Ivy League,NCAA WD1,Providence,RI
Columbia,Columbia,Columbia,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/columbia.svg,Ivy League,NCAA WD1,New York,NY
Cornell,Cornell,Cornell,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/cornell.svg,Ivy League,NCAA WD1,Ithaca,NY
Dartmouth,Dartmouth,Dartmouth,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/dartmouth.svg,Ivy League,NCAA WD1,Hanover,NH
Harvard,Harvard,Harvard,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/harvard.svg,Ivy League,NCAA WD1,Boston,MA
Penn,Penn,Penn,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/penn.svg,Ivy League,NCAA WD1,Philadelphia,PA
Princeton,Princeton,Princeton,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/princeton.svg,Ivy League,NCAA WD1,Princeton,NJ
Yale,Yale,Yale,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/yale.svg,Ivy League,NCAA WD1,New Haven,CT
Canisius,Canisius,Canisius,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/canisius.svg,MAAC,NCAA WD1,Buffalo,NY
Fairfield,Fairfield,Fairfield,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fairfield.svg,MAAC,NCAA WD1,Fairfield,CT
Iona,Iona,Iona,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/iona.svg,MAAC,NCAA WD1,New Rochelle,NY
Manhattan,Manhattan,Manhattan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/manhattan.svg,MAAC,NCAA WD1,Riverdale,NY
Marist,Marist,Marist,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/marist.svg,MAAC,NCAA WD1,Poughkeepsie,NY
Mount-St.-Mary's,Mount Saint Mary's,Mount Saint Mary's,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mt-st-marys.svg,MAAC,NCAA WD1,Emmitsburg,MD
Niagara,Niagara,Niagara,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/niagara.svg,MAAC,NCAA WD1,Lewiston,NY
Quinnipiac,Quinnipiac,Quinnipiac,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/quinnipiac.svg,MAAC,NCAA WD1,Hamden,CT
Siena,Siena,Siena,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/siena.svg,MAAC,NCAA WD1,Loudonville,NY
Akron,Akron,Akron,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/akron.svg,MAC,NCAA WD1,Akron,OH
Central-Mich.,Central Michigan,Central Michigan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/central-mich.svg,MAC,NCAA WD1,Mount Pleasant,MI
Detroit-Mercy,Detroit Mercy,Detroit Mercy,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/detroit.svg,MAC,NCAA WD1,Detroit,MI
Eastern-Mich.,Eastern Michigan,Eastern Michigan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-mich.svg,MAC,NCAA WD1,Ypsilanti,MI
Kent-St.,Kent State,Kent State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/kent-st.svg,MAC,NCAA WD1,Kent,OH
Robert-Morris,Robert Morris,Robert Morris,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/robert-morris.svg,MAC,NCAA WD1,Moon Township,PA
Youngstown-St.,Youngstown State,Youngstown State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/youngstown-st.svg,MAC,NCAA WD1,Youngstown,OH
Central-Conn.-St.,Central Conn. St.,Central Conn. St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/central-conn-st.svg,NEC,NCAA WD1,New Britain,CT
FDU,FDU,FDU,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fdu.svg,NEC,NCAA WD1,Teaneck,NJ
Howard,Howard,Howard,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/howard.svg,NEC,NCAA WD1,Washington,D.C.
LIU,Long Island,Long Island,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/long-island.svg,NEC,NCAA WD1,Brookville,NY
Merrimack,Merrimack,Merrimack,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/merrimack.svg,NEC,NCAA WD1,North Andover,MA
Sacred-Heart,Sacred Heart,Sacred Heart,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/sacred-heart.svg,NEC,NCAA WD1,Fairfield,CT
Saint-Francis-(PA),Saint Francis (PA),Saint Francis (PA),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/saint-francis-pa.svg,NEC,NCAA WD1,Loretto,PA
Stonehill,Stonehill,Stonehill,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/stonehill.svg,NEC,NCAA WD1,Easton,MA
Wagner,Wagner,Wagner,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wagner.svg,NEC,NCAA WD1,Staten Island,NY
Arizona-St.,Arizona State,Arizona State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/arizona-st.svg,Pac-12,NCAA WD1,Tempe,AZ
California,California,California,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/california.svg,Pac-12,NCAA WD1,Berkeley,CA
Colorado,Colorado,Colorado,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/colorado.svg,Pac-12,NCAA WD1,Boulder,CO
Oregon,Oregon,Oregon,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/oregon.svg,Pac-12,NCAA WD1,Eugene,OR
Stanford,Stanford,Stanford,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/stanford.svg,Pac-12,NCAA WD1,Stanford,CA
Southern-California,USC,USC,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-california.svg,Pac-12,NCAA WD1,Los Angeles,CA
American,American,American,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/american.svg,Patriot League,NCAA WD1,Washington,D.C.
Army-West-Point,Army,Army,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/army.svg,Patriot League,NCAA WD1,West Point,NY
Boston-U.,Boston,Boston,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/boston-u.svg,Patriot League,NCAA WD1,Boston,MA
Bucknell,Bucknell,Bucknell,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/bucknell.svg,Patriot League,NCAA WD1,Lewisburg,PA
Colgate,Colgate,Colgate,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/colgate.svg,Patriot League,NCAA WD1,Hamilton,NY
Holy-Cross,Holy Cross,Holy Cross,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/holy-cross.svg,Patriot League,NCAA WD1,Worcester,MA
Lafayette,Lafayette,Lafayette,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lafayette.svg,Patriot League,NCAA WD1,Easton,PA
Lehigh,Lehigh,Lehigh,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lehigh.svg,Patriot League,NCAA WD1,Bethlehem,PA
Loyola-Maryland,Loyola Maryland,Loyola Maryland,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/loyola-maryland.svg,Patriot League,NCAA WD1,Baltimore,MD
Navy,Navy,Navy,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/navy.svg,Patriot League,NCAA WD1,Annapolis,MD
Cincinnati,Cincinnati,Cincinnati,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/cincinnati.svg,The American,NCAA WD1,Cincinnati,OH
East-Carolina,East Carolina,East Carolina,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/east-carolina.svg,The American,NCAA WD1,Greenville,NC
Florida,Florida,Florida,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/florida.svg,The American,NCAA WD1,Gainesville,FL
James-Madison,James Madison,James Madison,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/james-madison.svg,The American,NCAA WD1,Harrisonburg,VA
Old-Dominion,Old Dominion,Old Dominion,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/old-dominion.svg,The American,NCAA WD1,Norfolk,VA
Temple,Temple,Temple,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/temple.svg,The American,NCAA WD1,Philadelphia,PA
Vanderbilt,Vanderbilt,Vanderbilt,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/vanderbilt.svg,The American,NCAA WD1,Nashville,TN
Alliance,Alliance,Alliance,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/alliance.svg,CACC,NCAA WD2,Nyack,NY
Bridgeport,Bridgeport,Bridgeport,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/bridgeport.svg,CACC,NCAA WD2,Bridgeport,CT
Caldwell,Caldwell,Caldwell,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/caldwell.svg,CACC,NCAA WD2,Caldwell,NJ
Caldwell,Caldwell,Caldwell,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/caldwell.svg,CACC,NCAA MD2,Caldwell,NJ
Chestnut-Hill,Chestnut Hill,Chestnut Hill,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/chestnut-hill.svg,CACC,NCAA WD2,Philadelphia,PA
Dominican-(NY),Dominican (NY),Dominican (NY),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/dominican-ny.svg,CACC,NCAA WD2,Orangeburg,NY
Felician,Felician,Felician,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/felician.svg,CACC,NCAA WD2,Rutherford,NJ
Georgian-Court,Georgian Court,Georgian Court,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/georgian-court.svg,CACC,NCAA WD2,Lakewood,NJ
Holy-Family,Holy Family,Holy Family,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/holy-family.svg,CACC,NCAA WD2,Philadelphia,PA
Jefferson,Jefferson,Jefferson,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/jefferson.svg,CACC,NCAA WD2,Philadelphia,PA
Post,Post,Post,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/post.svg,CACC,NCAA WD2,Waterbury,CT
Wilmington-(DE),Wilmington (DE),Wilmington (DE),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wilmington-de.svg,CACC,NCAA WD2,New Castle,DE
Barton,Barton,Barton,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/barton.svg,Carolinas,NCAA WD2,Wilson,NC
Belmont-Abbey,Belmont Abbey,Belmont Abbey,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/belmont-abbey.svg,Carolinas,NCAA WD2,Belmont,NC
Chowan,Chowan,Chowan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/chowan.svg,Carolinas,NCAA WD2,Murfreesboro,NC
Converse,Converse,Converse,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/converse.svg,Carolinas,NCAA WD2,Spartanburg,SC
Emmanuel-(GA),Emmanuel (GA),Emmanuel (GA),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/emmanuel-ga.svg,Carolinas,NCAA WD2,Franklin Springs,GA
Erskine,Erskine,Erskine,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/erskine.svg,Carolinas,NCAA WD2,Due West,SC
Lees-McRae,Lees McRae,Lees McRae,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lees-mcrae.svg,Carolinas,NCAA WD2,Banner Elk,NC
Mount-Olive,Mount Olive,Mount Olive,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mount-olive.svg,Carolinas,NCAA WD2,Mount Olive,NC
North-Greenville,North Greenville,North Greenville,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/north-greenville.svg,Carolinas,NCAA WD2,Tigerville,SC
Southern-Wesleyan,Southern Wesleyan,Southern Wesleyan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-wesleyan.svg,Carolinas,NCAA WD2,Central,SC
Young-Harris,Young Harris,Young Harris,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/young-harris.svg,Gulf South,NCAA WD2,Young Harris,GA
D'Youville,D'Youville,D'Youville,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/dyouville.svg,East Coast,NCAA WD2,Buffalo,NY
Daemen,Daemen,Daemen,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/daemen.svg,East Coast,NCAA WD2,Amherst,NY
Dist.-Columbia,District of Columbia,District of Columbia,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/dist-columbia.svg,East Coast,NCAA WD2,Washington,D.C.
Mercy,Mercy,Mercy,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mercy.svg,East Coast,NCAA WD2,Dobbs Ferry,NY
Molloy,Molloy,Molloy,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/molloy.svg,East Coast,NCAA WD2,Rockville Centre,NY
New-York-Institute-Of-Technolog,NYIT,NYIT,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/nyit.svg,East Coast,NCAA WD2,Old Westbury,NY
Queens-(NY),Queens (NY),Queens (NY),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/queens-ny.svg,East Coast,NCAA WD2,Flushing,NY
Roberts-Wesleyan,Roberts Wesleyan,Roberts Wesleyan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/roberts-wesleyan.svg,East Coast,NCAA WD2,North Chili,NY
St.-Thomas-Aquinas,St. Thomas Aquinas,St. Thomas Aquinas,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/st-thomas-aquinas.svg,East Coast,NCAA WD2,Sparkill,NY
Ashland,Ashland,Ashland,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ashland.svg,GMAC,NCAA WD2,Ashland,OH
Concordia-St.-Paul,Conc. St. Paul,Concordia St. Paul,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/concordia-st-paul.svg,GLIAC,NCAA WD2,St. Paul,MN
Davenport,Davenport,Davenport,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/davenport.svg,GLIAC,NCAA WD2,Grand Rapids,MI
Grand-Valley-St.,Grand Valley State,Grand Valley State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/grand-valley-st.svg,GLIAC,NCAA WD2,Allendale,MI
Northern-Mich.,Northern Michigan,Northern Michigan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-mich.svg,GLIAC,NCAA WD2,Marquette,MI
Lewis,Lewis,Lewis,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lewis.svg,GLVC,NCAA WD2,Romeoville,IL
Maryville-(MO),Maryville,Maryville,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/maryville-mo.svg,GLVC,NCAA WD2,Town and Country,MO
McKendree,McKendree,McKendree,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mckendree.svg,GLVC,NCAA WD2,Lebanon,IL
Missouri-Western,Missouri Western,Missouri Western,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/missouri-western.svg,GLVC,NCAA WD2,St. Joseph,MO
Quincy,Quincy,Quincy,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/quincy.svg,GLVC,NCAA WD2,Quincy,IL
Rockhurst,Rockhurst,Rockhurst,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/rockhurst.svg,GLVC,NCAA WD2,Kansas City,MO
UIndy,UIndy,UIndy,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/indianapolis.svg,GLVC,NCAA WD2,Indianapolis,IN
Upper-Iowa,Upper Iowa,Upper Iowa,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/upper-iowa.svg,GLVC,NCAA WD2,Fayette,IA
Findlay,Findlay,Findlay,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/findlay.svg,GMAC,NCAA WD2,Findlay,OH
Lake-Erie,Lake Erie,Lake Erie,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lake-erie.svg,GMAC,NCAA WD2,Painesville,OH
Malone,Malone,Malone,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/malone.svg,GMAC,NCAA WD2,Canton,OH
Malone,Malone,Malone,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/malone.svg,GMAC,NCAA MD2,Canton,OH
Tiffin,Tiffin,Tiffin,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/tiffin.svg,GMAC,NCAA WD2,Tiffin,OH
Ursuline,Ursuline,Ursuline,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ursuline.svg,GMAC,NCAA WD2,Pepper Pike,OH
Walsh,Walsh,Walsh,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/walsh.svg,GMAC,NCAA WD2,North Canton,OH
Alabama-Huntsville,Alabama Huntsville,Alabama Huntsville,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ala-huntsville.svg,Gulf South,NCAA WD2,Huntsville,AL 
Flagler,Flagler,Flagler,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/flagler.svg,Gulf South,NCAA WD2,St. Augustine,FL
Lee,Lee,Lee,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lee.svg,Gulf South,NCAA WD2,Cleveland,TN
Montevallo,Montevallo,Montevallo,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/montevallo.svg,Gulf South,NCAA WD2,Montevallo,AL 
Shorter,Shorter,Shorter,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/shorter.svg,Gulf South,NCAA WD2,Rome,GA
Dominican-Californi,Dominican (CA),Dominican (CA),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/dominican-californi.svg,Independent,NCAA WD2,San Rafael,CA
Virginia-St.,Virginia State,Virginia State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/virginia-st.svg,Independent,NCAA WD2,Ettrick,VA
Alderson-Broaddus,Alderson Broaddus,Alderson Broaddus,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/alderson-broaddus.svg,Mountain East,NCAA WD2,Philippi,WV
Charleston-(WV),Charleston,Charleston,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/charleston-wv.svg,Mountain East,NCAA WD2,Charleston,WV
Davis-&-Elkins,Davis & Elkins,Davis & Elkins,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/davis-elkins.svg,Mountain East,NCAA WD2,Elkins,WV
Frostburg-St.,Frostburg State,Frostburg State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/frostburg-st.svg,Mountain East,NCAA WD2,Frostburg,MD
Notre-Dame-(OH),Notre Dame (OH),Notre Dame (OH),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/notre-dame-oh.svg,Mountain East,NCAA WD2,South Euclid,OH
Wheeling,Wheeling,Wheeling,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wheeling-jesuit.svg,Mountain East,NCAA WD2,Wheeling,WV
West-Va.-Wesleyan,WV Wesleyan,WV Wesleyan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/west-va-wesleyan.svg,Mountain East,NCAA WD2,Buckhannon,WV
Adelphi,Adelphi,Adelphi,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/adelphi.svg,NE-10,NCAA WD2,Garden City,NY
American-Int'l,American Int'l,American Int'l,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/american-intl.svg,NE-10,NCAA WD2,Springfield,MA
Assumption,Assumption,Assumption,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/assumption.svg,NE-10,NCAA WD2,Worcester,MA
Bentley,Bentley,Bentley,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/bentley.svg,NE-10,NCAA WD2,Waltham,MA
Franklin-Pierce,Franklin Pierce,Franklin Pierce,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/franklin-pierce.svg,NE-10,NCAA WD2,Rindge,NH
Le-Moyne,Le Moyne,Le Moyne,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/le-moyne.svg,NE-10,NCAA WD2,Syracuse,NY
New-Haven,New Haven,New Haven,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/new-haven.svg,NE-10,NCAA WD2,West Haven,CT
Pace,Pace,Pace,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/pace.svg,NE-10,NCAA WD2,Pleasantville,NY
Saint-Michael's,Saint Michael's,Saint Michael's,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/saint-michaels.svg,NE-10,NCAA WD2,Colchester,VT
Southern-Conn.-St.,Southern Conn. St.,Southern Conn. St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-conn-st.svg,NE-10,NCAA WD2,New Haven,CT
Southern-N.H.,Southern NH,Southern NH,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-nh.svg,NE-10,NCAA WD2,Manchester,NH
St.-Anselm,St. Anselm,St. Anselm,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/st-anselm.svg,NE-10,NCAA WD2,Goffstown,NH
Bloomsburg,Bloomsburg,Bloomsburg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/bloomsburg.svg,PSAC,NCAA WD2,Bloomsburg,PA
East-Stroudsburg,East Stroudsburg,East Stroudsburg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/east-stroudsburg.svg,PSAC,NCAA WD2,East Stroudsburg,PA
Edinboro,Edinboro,Edinboro,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/edinboro.svg,PSAC,NCAA WD2,Edinboro,PA
Gannon,Gannon,Gannon,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/gannon.svg,PSAC,NCAA WD2,Erie,PA
Indiana-(PA),Indiana (PA),Indiana (PA),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana-pa.svg,PSAC,NCAA WD2,Indiana,PA
Kutztown,Kutztown,Kutztown,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/kutztown.svg,PSAC,NCAA WD2,Kutztown,PA
Lock-Haven,Lock Haven,Lock Haven,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lock-haven.svg,PSAC,NCAA WD2,Lock Haven,PA
Mercyhurst,Mercyhurst,Mercyhurst,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mercyhurst.svg,PSAC,NCAA WD2,Erie,PA
Millersville,Millersville,Millersville,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/millersville.svg,PSAC,NCAA WD2,Millersville,PA
Seton-Hill,Seton Hill,Seton Hill,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/seton-hill.svg,PSAC,NCAA WD2,Greensburg,PA
Shepherd,Shepherd,Shepherd,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/shepherd.svg,PSAC,NCAA WD2,Shepherdstown,WV
